0,Cluster_Name,UCAC4,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,ePos,EpRA,EpDE,f.mag,a.mag,e_a.mag,of,db,Na,Nu,Nc,pmRA,e_pmRA,pmDE,e_pmDE,Jmag,e_Jmag,q_Jmag,Hmag,e_Hmag,q_Hmag,Kmag,e_Kmag,q_Kmag,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,g,c,H,A,b,h,Z,B,L,N,S,OutFlag,P_M1,P_M2_kinem,P_M2_join,P_M3,ClassM1,ClassM2,ClassM3
344,Ruprecht_147,369-165913,289.215,53,-16.3459,71,116,1991.58,1984.58,15.422,15.347,0.11,0,0,2,2,3,-2,3.8,-2.3,4.5,13.211,0.03,5,12.454,0.02,5,12.355,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
345,Ruprecht_147,369-165914,289.217,78,-16.2868,90,154,1983,1991.48,15.397,15.539,0.2,0,0,2,2,3,-5.2,4.9,-13.7,6.3,13.922,0.03,5,13.425,0.03,5,13.274,0.03,5,16.74,9,15.823,11,16.28,5,15.364,10,14.951,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0.99,0,0,1,0
346,Ruprecht_147,369-165915,289.217,42,-16.2483,87,167,1994.8,1977.44,15.606,15.482,0.21,0,0,2,2,3,-1.6,3.6,-2.7,6,14.13,0.03,5,13.721,0.03,5,13.629,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
347,Ruprecht_147,369-165916,289.217,127,-16.2455,55,179,1986.85,1990.47,15.511,15.401,0.05,0,0,2,2,3,-3.4,8.2,-4.6,3.8,13.707,0.02,5,13.173,0.02,5,13.104,0.03,5,16.758,9,15.305,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
348,Ruprecht_147,369-165917,289.218,50,-16.2235,67,84,1999.22,1998.38,15.88,15.737,0.23,0,0,2,2,2,-53.7,7.5,-6.5,7.2,14.21,0.04,5,13.818,0.05,5,13.76,0.05,5,16.189,6,15.223,1,15.711,1,14.9,1,14.931,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
349,Ruprecht_147,369-165918,289.218,72,-16.3964,71,139,1984.71,1984.88,15.549,15.752,0.46,0,0,2,1,3,0.8,4.5,-0.8,4.4,14.602,0.04,5,14.22,0.05,5,14.108,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
350,Ruprecht_147,369-165919,289.219,70,-16.3214,78,114,1994.47,1995.43,15.207,15.203,0.06,0,0,2,2,3,17.6,5.8,9.5,7,14.212,0.03,5,14.016,0.04,5,13.857,0.04,5,16.026,3,15.387,6,15.652,3,15.21,7,15.077,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0.05,0,0,0,0,0
351,Ruprecht_147,369-165920,289.22,46,-16.3819,32,61,1993.33,1996.76,14.916,14.924,0.1,0,0,3,3,3,9.6,3.6,-2.3,3.3,13.772,0.03,5,13.492,0.03,5,13.416,0.03,5,15.56,1,15.011,12,15.237,1,14.802,1,14.668,8,0,3,0,0,0,0,0,0,0,1,1,0,0,0.97,0.99,0,0,1,0
352,Ruprecht_147,369-165921,289.22,45,-16.2208,41,66,1995.18,1996.01,15.199,15.236,0.04,0,0,2,2,2,3.8,4.1,-3.3,4,13.881,0.03,5,13.506,0.03,5,13.359,0.04,5,16.524,8,15.725,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
353,Ruprecht_147,369-165923,289.221,56,-16.2298,56,94,1990.72,1990.82,15.84,15.871,0.11,0,0,2,2,3,6.2,3.9,-8.8,3.9,14.429,0.04,5,14.044,0.03,5,13.852,0.05,5,16.821,12,16.059,1,16.406,1,15.856,1,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.98,0.98,0,0,1,0
354,Ruprecht_147,369-165924,289.222,95,-16.2656,64,216,1975.14,1988.63,15.926,16.034,0.41,0,0,2,2,3,0.7,7.1,-1.9,4.1,14.654,0.03,5,14.263,0.02,5,14.172,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
355,Ruprecht_147,369-165925,289.223,79,-16.3324,184,275,1985.26,1984.85,16.069,16.282,-9999.99,0,0,1,1,3,-4.2,5,5.4,11.5,14.462,0.04,5,13.876,0.05,5,13.739,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,0.98,0,0,1,0
356,Ruprecht_147,369-165926,289.223,54,-16.3724,54,88,1991.76,1991.7,15.573,15.696,0.22,0,0,2,2,3,-8,3.8,-6,3.8,14.591,0.05,5,14.28,0.06,5,14.17,0.06,5,16.436,2,15.735,8,16.053,6,15.514,1,15.705,31,0,4,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
357,Ruprecht_147,369-165927,289.224,111,-16.2534,79,249,1975.18,1987.36,15.992,16.36,0.34,0,0,2,2,3,7.1,8,-10.5,4.9,13.707,0.03,5,12.986,0.02,5,12.808,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.96,0.97,0,0,1,0
358,Ruprecht_147,369-165928,289.224,35,-16.2448,35,52,1996.3,1996.3,15.132,14.987,0.07,0,0,2,2,3,2.7,3.4,3.7,3.4,13.744,0.03,5,13.377,0.02,5,13.333,0.03,5,16.057,4,15.227,5,15.592,1,15.021,3,14.81,4,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
359,Ruprecht_147,369-165929,289.224,31,-16.2718,36,50,1997,1995.74,14.694,14.793,0.17,0,0,3,3,3,-1.4,3.3,1.9,3.4,12.589,0.02,5,11.931,0.02,5,11.756,0.02,5,16.465,4,15.065,7,15.724,3,14.551,2,14.185,2,0,4,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
360,Ruprecht_147,369-165930,289.224,41,-16.2873,41,63,1994.63,1994.61,15.396,15.049,0.17,0,0,2,2,3,-22.6,3.4,-8.1,3.4,13.295,0.04,25,12.689,0.03,25,12.585,0.99,2,16.51,3,15.329,3,15.915,1,14.907,4,14.596,4,0,3,0,0,0,0,0,0,0,1,1,0,0,0.23,0,0,0,0,0
361,Ruprecht_147,369-165931,289.225,27,-16.2982,16,31,1998.84,1998.68,12.702,12.671,0.07,0,0,4,4,3,-3,3.6,2.1,2.1,10.794,0.03,5,10.237,0.02,5,10.081,0.02,5,14.195,3,12.96,5,13.564,2,12.547,2,12.196,2,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
362,Ruprecht_147,369-165932,289.225,28,-16.2777,41,51,1996.85,1998.29,14.005,14.017,0.16,0,0,4,4,3,-0.4,2.8,-8.4,5.5,13.166,0.03,5,13.057,0.02,5,13.007,0.03,5,14.489,3,14.068,5,14.23,2,14.007,2,13.762,43,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
363,Ruprecht_147,369-165934,289.226,97,-16.3577,97,221,1979.35,1981.08,16.43,16.03,0.12,0,0,2,2,3,4.9,6.3,-5,6.1,14.923,0.04,5,14.524,0.04,5,14.394,0.08,5,17.718,24,16.441,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
364,Ruprecht_147,369-165935,289.226,15,-16.2585,21,26,1998.22,1997.61,13.028,12.997,0.11,0,0,4,4,4,3.3,1.8,-17.5,2.1,11.621,0.03,5,11.274,0.02,5,11.184,0.02,5,13.933,3,13.125,3,13.507,1,12.904,5,12.454,38,0,3,0,1,0,0,0,0,0,1,1,0,0,0.78,0.83,0,0,1,0
365,Ruprecht_147,369-165936,289.226,76,-16.2333,75,141,1985.88,1985.91,16.013,16.064,0.13,0,0,2,2,3,3.4,4.7,10.3,4.7,14.613,0.03,5,14.254,0.04,5,14.165,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.84,0.84,0,0,1,0
366,Ruprecht_147,369-165937,289.228,81,-16.3684,81,165,1983.11,1982.99,15.41,16.158,-9999.99,0,0,1,1,3,-4.4,5,3.6,5,14.767,0.04,5,14.443,0.07,5,14.369,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
367,Ruprecht_147,369-165940,289.229,45,-16.3071,42,67,1995.06,1995.56,15.317,15.316,0.06,0,0,2,2,2,4.6,4.1,-22.6,4,13.595,0.03,5,13.025,0.03,5,12.887,0.03,5,14.541,5,13.811,0,-9999.99,-9999.99,-9999.99,-9999.99,13.414,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0.13,0.1,0,0,0,0
368,Ruprecht_147,369-165941,289.23,88,-16.2248,86,181,1982.24,1982.59,16.222,16.493,-9999.99,0,0,1,1,3,-5.8,5.4,-8.2,5.3,15.05,0.04,5,14.56,0.06,5,14.629,0.09,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
369,Ruprecht_147,369-165942,289.23,21,-16.2119,17,27,1997.92,1998.58,13.037,13.019,0.09,0,0,4,4,2,0.1,2.8,-1.3,2.7,10.968,0.02,5,10.358,0.02,5,10.198,0.02,5,14.573,2,13.206,1,13.849,1,12.815,1,12.128,41,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
370,Ruprecht_147,369-165943,289.231,40,-16.3791,43,64,1995.16,1994.17,15.068,15.162,0.07,0,0,2,2,3,-7.3,3.5,0.3,3.5,13.334,0.03,5,12.694,0.03,5,12.646,0.03,5,16.596,18,15.387,5,15.925,3,15.054,2,14.693,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
371,Ruprecht_147,369-165945,289.231,40,-16.2433,47,67,1995.03,1994.83,14.957,14.953,0.03,0,0,2,2,3,-2.6,3.5,-6,4.1,13.228,0.02,5,12.722,0.02,5,12.602,0.02,5,16.394,11,15.314,3,15.74,2,14.962,2,14.507,26,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
372,Ruprecht_147,369-165946,289.231,36,-16.3118,35,53,1996,1996.18,14.95,15.165,0.13,0,0,3,3,3,6.6,3.4,1.4,3.4,13.884,0.02,5,13.661,0.03,5,13.55,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0.99,0,0,1,0
373,Ruprecht_147,369-165947,289.231,73,-16.3635,69,128,1986.57,1988.05,16.172,16.205,-9999.99,0,0,1,1,3,-3.7,4.6,-0.1,4.3,14.397,0.04,5,13.925,0.05,5,13.747,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
374,Ruprecht_147,369-165948,289.233,35,-16.2267,55,76,1996.16,1990.19,14.917,14.843,0.13,0,0,2,2,3,0,3.3,-5.2,3.8,12.957,0.03,5,12.358,0.03,5,12.223,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
375,Ruprecht_147,369-165950,289.234,93,-16.2003,81,174,1984.18,1988.23,16.331,16.282,-9999.99,0,0,1,1,2,-12.1,6.6,-1.7,5.7,15.058,0.04,25,14.816,0.05,5,14.619,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
376,Ruprecht_147,369-165951,289.235,82,-16.3612,63,164,1979,1987.48,15.158,15.033,0.1,0,0,2,2,3,-2.5,5.6,-7.9,4.1,13.161,0.03,5,12.604,0.03,5,12.497,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
377,Ruprecht_147,369-165952,289.235,78,-16.3416,95,201,1984.86,1977.39,16.151,16.239,0.07,0,0,2,2,3,2.7,4.8,3.4,6.3,14.652,0.04,5,14.275,0.06,5,14.185,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
378,Ruprecht_147,369-165953,289.236,91,-16.3651,94,194,1980.61,1983.3,16.346,16.271,-9999.99,0,0,1,1,3,-4.7,5.6,-8.3,5.7,15.123,0.06,5,14.751,0.05,5,14.747,0.12,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
379,Ruprecht_147,369-165954,289.236,12,-16.2073,14,22,1992.16,1992.2,9.928,9.898,0.01,0,0,4,4,7,-0.2,1.1,-28.5,1.2,8.588,0.05,5,8.271,0.03,5,8.218,0.03,5,10.285,1,9.724,1,-9999.99,-9999.99,-9999.99,-9999.99,9.112,40,0,2,0,2,0,0,0,0,0,2,2,0,0.92,0,0,0.98,1,0,1
380,Ruprecht_147,369-165955,289.236,40,-16.2958,45,66,1995.21,1993.64,15.029,15.175,0.07,0,0,3,3,3,-7.5,3.5,-4.1,3.6,13.126,0.03,5,12.522,0.03,5,12.39,0.03,5,16.71,3,15.348,1,15.936,15,14.976,8,14.422,34,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
381,Ruprecht_147,369-165956,289.237,44,-16.3827,45,69,1993.87,1993.65,15.309,15.312,0.06,0,0,3,3,3,-5.8,3.5,-8.8,3.5,14.045,0.03,5,13.733,0.04,5,13.636,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
382,Ruprecht_147,369-165957,289.237,31,-16.3091,17,36,1998.37,1998.67,13.628,13.598,0.12,0,0,4,4,3,-7,4.5,-6,2.8,11.54,0.02,5,10.912,0.02,5,10.762,0.02,5,15.363,1,13.923,5,14.586,1,13.443,4,12.801,35,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
383,Ruprecht_147,369-165958,289.238,64,-16.2544,64,107,1991.43,1991.59,15.838,15.821,0.2,0,0,2,2,2,1.2,4.9,-7.6,4.9,14.409,0.05,25,14.028,0.06,5,13.943,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
384,Ruprecht_147,369-165959,289.238,90,-16.3575,47,161,1978.96,1993.88,15.627,15.794,0.17,0,0,2,2,3,-7.6,5.9,-2.3,3.7,13.951,0.02,5,13.417,0.02,5,13.315,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
385,Ruprecht_147,369-165960,289.239,23,-16.2756,23,33,1998.75,1998.75,14.395,14.292,0.09,0,0,4,4,3,1,3.7,-7.4,3.7,13.254,0.03,5,12.943,0.03,5,12.845,0.03,5,14.977,5,14.345,1,14.628,1,14.219,0,14.065,3,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
386,Ruprecht_147,369-165961,289.239,86,-16.2055,79,169,1983.91,1986.63,15.925,15.809,0.43,0,0,2,2,2,55.2,6.1,33.4,5.6,14.688,0.08,25,14.393,0.09,25,14.349,0.07,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
387,Ruprecht_147,369-165963,289.239,20,-16.2029,20,28,1999.14,1999.14,13.911,13.99,0.09,0,0,4,4,2,4.2,3.9,3.7,3.9,12.045,0.03,5,11.468,0.02,5,11.361,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
388,Ruprecht_147,369-165964,289.24,22,-16.2557,16,28,1996.48,1997.58,13.02,12.993,0.08,0,0,4,4,4,-22.1,1.9,-22.5,1.7,11.721,0.03,5,11.431,0.02,5,11.338,0.02,5,13.81,2,13.028,2,13.384,0,12.867,2,12.479,34,0,3,0,1,0,0,0,0,0,1,3,0,0,0.01,0,0,0,0,0
389,Ruprecht_147,369-165965,289.24,59,-16.3819,63,99,1995,1990.65,15.169,15.153,0.18,0,0,2,2,3,2.1,5.1,-2.9,4.4,13.41,0.03,5,12.837,0.03,5,12.721,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
390,Ruprecht_147,369-165966,289.24,146,-16.2903,34,220,1983.09,1996.32,14.965,14.8,0.05,0,0,2,2,3,18.2,9.5,-10.4,3.4,13.356,0.03,5,12.954,0.03,5,12.876,0.03,5,15.728,1,14.788,8,15.216,5,14.488,5,14.213,5,0,4,0,0,0,0,0,0,0,7,7,0,0,0.06,0.06,0,0,0,0
391,Ruprecht_147,369-165967,289.241,52,-16.2853,52,84,1992.16,1992.14,15.44,15.503,0.1,0,0,2,2,3,3,3.8,3.7,3.8,13.91,0.03,5,13.517,0.03,5,13.441,0.03,5,16.678,9,15.944,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
392,Ruprecht_147,369-165968,289.241,46,-16.2107,47,71,1995.59,1995.44,14.908,15.689,0.83,0,0,2,2,2,0.7,4.5,2.2,4.5,14.277,0.02,25,13.9,0.02,5,13.886,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
393,Ruprecht_147,369-165969,289.242,52,-16.2615,24,59,1997.39,1998.57,14.181,14.194,0.1,0,0,4,2,3,-2,5.7,-13.5,3.3,12.479,0.03,5,11.995,0.03,5,11.896,0.02,5,15.336,6,14.318,3,14.772,0,14.025,5,13.717,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0.99,0,0,1,0
394,Ruprecht_147,369-165970,289.242,15,-16.2411,15,22,1996.32,1997.18,11.7,11.676,0.05,0,0,4,4,5,-2.8,1.3,-28.8,1.7,10.362,0.02,5,10.026,0.02,5,9.963,0.02,5,12.531,1,11.765,5,12.1,1,11.53,2,11.148,34,0,2,0,1,0,0,0,0,0,5,1,0,0.94,0,0,0.98,1,0,1
395,Ruprecht_147,369-165972,289.243,19,-16.2456,20,28,1998.34,1998.18,13.754,13.765,0.13,0,0,4,4,2,-1.3,2.8,-16.8,2.8,12.371,0.02,5,12.076,0.02,5,11.969,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,0,1,0,0,0.93,0.9,0,0,1,0
396,Ruprecht_147,369-165973,289.243,93,-16.3938,68,186,1977.95,1988.19,16.06,16.028,0.19,0,0,2,2,3,-5.5,6.2,-4.7,4.4,14.86,0.03,5,14.59,0.05,5,14.57,0.09,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
397,Ruprecht_147,369-165974,289.244,56,-16.2051,39,73,1995.52,1996.01,15.364,15.259,0.07,0,0,2,2,3,6.1,5.1,1.6,3.7,13.942,0.03,5,13.589,0.03,5,13.546,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
398,Ruprecht_147,369-165975,289.244,108,-16.2666,97,259,1978.25,1976.68,16.198,15.973,0.54,0,0,2,1,3,-16.8,7,-27.5,6.5,14.594,0.05,5,14.069,0.06,5,14.029,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
399,Ruprecht_147,369-165976,289.245,101,-16.3172,121,331,1974.78,1975.29,16.144,16.043,-9999.99,0,0,1,1,3,-17.7,7.7,-12.4,8.8,14.967,0.04,5,14.58,0.05,5,14.633,0.09,5,17.229,14,16.401,1,16.937,1,16.332,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0,0,0
400,Ruprecht_147,369-165977,289.25,75,-16.2923,74,148,1984.34,1984.59,14.563,15.425,-9999.99,0,0,1,1,3,-17.6,4.8,0,4.7,14.791,0.04,5,14.601,0.07,5,14.576,0.1,5,16.589,8,16.009,1,16.339,1,15.829,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.96,0.94,0,0,1,0
401,Ruprecht_147,369-165978,289.25,73,-16.3696,73,135,1986.62,1986.5,16.143,16.444,0.32,0,0,2,2,3,-8.1,4.6,-8.7,4.6,14.476,0.04,5,13.945,0.05,5,13.77,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
402,Ruprecht_147,369-165979,289.251,88,-16.3578,83,174,1982.08,1984.02,16.265,16.274,-9999.99,0,0,1,1,3,-10.9,5.4,-5.8,5,14.401,0.03,5,13.83,0.03,5,13.763,0.04,5,17.235,0,16.111,12,16.558,7,15.873,10,15.799,1,0,4,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,0
403,Ruprecht_147,369-165980,289.251,70,-16.2862,83,155,1987.13,1981.8,16.082,15.981,0.15,0,0,2,2,3,-0.3,4.5,-2.1,5.2,14.597,0.03,5,14.257,0.03,5,14.147,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
404,Ruprecht_147,369-165981,289.251,41,-16.3792,45,62,1998.29,1998.16,14.426,14.346,0.16,0,0,4,4,3,-7.9,5.7,0.6,6,12.365,0.03,5,11.792,0.04,5,11.674,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
405,Ruprecht_147,369-165982,289.252,113,-16.331,108,292,1975.38,1977.02,16.443,16.221,-9999.99,0,0,1,1,3,21.8,7.7,18.3,6.9,14.728,0.05,25,14.059,0.99,2,14.264,0.08,25,16.971,11,16.009,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
406,Ruprecht_147,369-165983,289.253,132,-16.3801,70,248,1977.88,1987.93,16.23,16.297,0.27,0,0,2,2,3,11.3,8.7,-10.5,4.4,14.889,0.04,25,14.477,0.06,25,14.422,0.07,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.75,0.86,0,0,1,0
407,Ruprecht_147,369-165984,289.254,62,-16.2773,42,87,1990.58,1994.54,15.278,15.112,0.12,0,0,2,2,3,-5.2,4.3,-9.7,3.5,13.708,0.03,5,13.305,0.03,5,13.234,0.03,5,15.906,2,15.065,8,15.506,13,14.804,8,14.47,24,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
408,Ruprecht_147,369-165985,289.254,100,-16.3944,139,321,1976.59,1976.76,16.22,15.755,-9999.99,0,0,1,1,3,-3.2,6.9,-10.3,9.4,15.184,0.04,5,14.834,0.07,5,14.8,0.1,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
409,Ruprecht_147,369-165986,289.254,52,-16.3997,51,83,1992.57,1991.95,15.421,15.376,0.04,0,0,2,1,3,-0.7,3.9,4.2,3.7,14.095,0.03,5,13.713,0.04,5,13.658,0.04,5,16.142,0,15.403,12,15.73,3,15.193,2,15.186,6,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
410,Ruprecht_147,369-165987,289.254,69,-16.304,91,142,1989.9,1987.25,16.117,16.08,0.33,0,0,2,2,3,-1.8,4.5,2.7,5.7,14.239,0.03,5,13.582,0.02,5,13.501,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
411,Ruprecht_147,369-165988,289.255,25,-16.3469,22,34,1997.88,1998.47,14.221,14.194,0.07,0,0,4,4,3,-5.9,3.2,-14,3.1,12.35,0.02,5,11.766,0.02,5,11.676,0.02,5,15.457,1,14.43,4,14.933,1,14.087,4,13.515,33,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,0.99,0,0,1,0
412,Ruprecht_147,369-165989,289.255,79,-16.2797,75,162,1981.69,1983.43,16.362,15.838,0.31,0,0,2,2,3,28.9,5,7,4.7,14.526,0.04,5,14.051,0.06,5,13.93,0.05,5,15.906,2,15.065,8,15.506,13,14.804,8,14.47,24,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
